id,label
505,1
506,9
507,2
508,2
509,5
510,6
511,4
512,2
513,2
514,1
515,0
516,9
517,0
518,2
519,8
520,3
521,0
522,8
523,8
524,1
525,0
526,5
527,8
528,2
529,3
530,5
531,3
532,8
533,6
534,4
535,6
536,3
537,6
538,2
539,6
540,5
541,5
542,9
543,4
544,6
545,5
546,1
547,3
548,3
549,8
550,9
551,5
552,5
553,6
554,0
555,9
556,7
557,5
558,1
559,5
560,6
561,6
562,8
563,7
564,5
565,3
566,2
567,9
568,9
569,3
570,2
571,5
572,4
573,1
574,5
575,8
576,3
577,5
578,8
579,4
580,1
581,7
582,8
583,1
584,2
585,1
586,1
587,7
588,5
589,0
590,4
591,1
592,1
593,6
594,6
595,0
596,2
597,3
598,7
599,9
600,2
601,4
602,9
603,0
604,6
605,9
606,2
607,4
608,7
609,3
610,0
611,5
612,4
613,0
614,2
615,3
616,1
617,7
618,1
619,3
620,4
621,1
622,7
623,4
624,0
625,2
626,7
627,4
628,0
629,2
630,6
631,9
632,2
633,4
634,9
635,9
636,5
637,4
638,4
639,9
640,8
641,1
642,5
643,7
644,0
645,1
646,3
647,9
648,2
649,8
650,2
651,4
652,8
653,2
654,9
655,8
656,7
657,8
658,2
659,3
660,3
661,6
662,0
663,3
664,6
665,3
666,9
667,6
668,3
669,2
670,2
671,2
672,6
673,4
674,6
675,0
676,4
677,9
678,2
679,1
680,6
681,1
682,7
683,5
684,6
685,1
686,6
687,6
688,6
689,6
690,2
691,5
692,2
693,2
694,3
695,2
696,9
697,3
698,8
699,5
700,4
701,5
702,1
703,5
704,8
705,2
706,9
707,9
708,5
709,6
710,4
711,0
712,8
713,5
714,5
715,5
716,1
717,0
718,0
719,0
720,0
721,0
722,7
723,6
724,3
725,5
726,4
727,3
728,4
729,5
730,1
731,3
732,6
733,7
734,4
735,0
736,0
737,7
738,3
739,3
740,0
741,0
742,9
743,4
744,4
745,5
746,8
747,8
748,0
749,1
750,5
751,9
752,9
753,6
754,1
755,4
756,0
757,4
758,7
759,7
760,7
761,6
762,2
763,6
764,0
765,2
766,7
767,7
768,2
769,6
770,1
771,3
772,7
773,0
774,5
775,4
776,5
777,5
778,3
779,8
780,0
781,1
782,5
783,4
784,1
785,5
786,0
787,6
788,8
789,8
790,6
791,3
792,4
793,4
794,3
795,6
796,5
797,9
798,8
799,1
800,3
801,8
802,1
803,5
804,8
805,0
806,3
807,7
808,1
809,7
810,8
811,0
812,7
813,5
814,9
815,9
816,6
817,8
818,7
819,5
820,9
821,1
822,0
823,0
824,5
825,6
826,3
827,6
828,1
829,7
830,7
831,0
832,7
833,6
834,0
835,4
836,2
837,7
838,5
839,2
840,8
841,5
842,6
843,6
844,4
845,1
846,5
847,4
848,5
849,5
850,6
851,3
852,8
853,1
854,4
855,2
856,9
857,7
858,4
859,1
860,8
861,2
862,3
863,3
864,4
865,1
866,6
867,2
868,5
869,4
870,9
871,1
872,5
873,9
874,4
875,5
876,7
877,4
878,4
879,2
880,2
881,1
882,3
883,0
884,1
885,9
886,1
887,6
888,9
889,8
890,6
891,3
892,0
893,7
894,3
895,2
896,5
897,9
898,7
899,3
900,4
901,7
902,6
903,7
904,3
905,6
906,9
907,3
908,7
909,1
910,3
911,7
912,8
913,8
914,4
915,5
916,3
917,6
918,9
919,6
920,2
921,9
922,3
923,5
924,7
925,9
926,0
927,7
928,1
929,2
930,5
931,0
932,5
933,8
934,9
935,8
936,2
937,5
938,3
939,1
940,7
941,3
942,8
943,5
944,5
945,1
946,9
947,7
948,2
949,1
950,0
951,1
952,0
953,1
954,1
955,6
956,8
957,8
958,3
959,2
960,0
961,7
962,4
963,6
964,0
965,5
966,3
967,3
968,9
969,4
970,9
971,0
972,6
973,5
974,3
975,0
976,0
977,1
978,2
979,0
980,2
981,2
982,9
983,6
984,7
985,8
986,9
987,8
988,2
989,4
990,7
991,7
992,5
993,7
994,2
995,4
996,1
997,1
998,1
999,7
1000,9
1001,0
1002,9
1003,0
1004,2
1005,1
1006,4
1007,6
1008,0
1009,6
1010,6
1011,2
1012,8
1013,6
1014,6
1015,5
1016,2
1017,5
1018,0
1019,3
1020,9
1021,9
1022,7
1023,0
1024,4
1025,1
1026,3
1027,5
1028,7
1029,6
1030,2
1031,7
1032,3
1033,4
1034,9
1035,7
1036,0
1037,0
1038,1
1039,8
1040,3
1041,5
1042,0
1043,1
1044,1
1045,3
1046,7
1047,9
1048,3
1049,7
1050,0
1051,2
1052,4
1053,4
1054,6
1055,0
1056,1
1057,7
1058,6
1059,5
1060,5
1061,7
1062,3
1063,6
1064,8
1065,8
1066,2
1067,1
1068,0
1069,8
1070,7
1071,7
1072,0
1073,4
1074,8
1075,0
1076,4
1077,5
1078,7
1079,2
1080,4
1081,9
1082,7
1083,5
1084,0
1085,4
1086,9
1087,4
1088,0
1089,2
1090,5
1091,5
1092,3
1093,0
1094,0
1095,1
1096,9
1097,9
1098,2
1099,1
1100,0
1101,1
1102,6
1103,3
1104,4
1105,3
1106,6
1107,4
1108,2
1109,3
1110,6
1111,3
1112,3
1113,8
1114,1
1115,3
1116,3
1117,1
1118,5
1119,3
1120,6
1121,4
1122,8
1123,5
1124,7
1125,1
1126,8
1127,2
1128,0
1129,0
1130,4
1131,2
1132,1
1133,2
1134,2
1135,3
1136,4
1137,7
1138,5
1139,1
1140,3
1141,1
1142,0
1143,1
1144,4
1145,0
1146,2
1147,1
1148,3
1149,1
1150,4
1151,7
1152,5
1153,6
1154,9
1155,2
1156,5
1157,2
1158,2
1159,1
1160,3
1161,8
1162,3
1163,0
1164,7
1165,3
1166,8
1167,2
1168,4
1169,3
1170,1
1171,6
1172,5
1173,8
1174,4
1175,3
1176,6
1177,5
1178,3
1179,7
1180,8
1181,8
1182,3
1183,7
1184,8
1185,5
1186,7
1187,2
1188,7
1189,8
1190,0
1191,7
1192,4
1193,8
1194,4
1195,4
1196,0
1197,4
1198,8
1199,0
1200,0
1201,4
1202,7
1203,3
1204,7
1205,7
1206,2
1207,2
1208,1
1209,7
1210,0
1211,7
1212,5
1213,9
1214,7
1215,1
1216,1
1217,2
1218,4
1219,1
1220,4
1221,5
1222,8
1223,2
1224,1
1225,6
1226,3
1227,0
1228,3
1229,9
1230,5
1231,1
1232,3
1233,7
1234,1
1235,1
1236,7
1237,9
1238,4
1239,2
1240,0
1241,3
1242,2
1243,4
1244,0
1245,0
1246,9
1247,3
1248,8
1249,3
1250,0
1251,4
1252,4
1253,0
1254,2
1255,5
1256,5
1257,8
1258,2
1259,7
1260,3
1261,6
1262,1
1263,0
1264,2
1265,2
1266,5
1267,5
1268,1
1269,2
1270,8
1271,7
1272,3
1273,7
1274,3
1275,1
1276,0
1277,1
1278,0
1279,8
1280,8
1281,5
1282,3
1283,3
1284,1
1285,0
1286,6
1287,1
1288,6
1289,9
1290,5
1291,7
1292,0
1293,1
1294,4
1295,9
1296,5
1297,1
1298,6
1299,5
1300,4
1301,4
1302,4
1303,7
1304,2
1305,2
1306,6
1307,5
1308,3
1309,0
1310,8
1311,8
1312,1
1313,8
1314,7
1315,5
1316,7
1317,9
1318,4
1319,0
1320,7
1321,2
1322,3
1323,9
1324,5
1325,4
1326,0
1327,4
1328,5
1329,8
1330,1
1331,4
1332,8
1333,0
1334,1
1335,1
1336,8
1337,9
1338,4
1339,9
1340,0
1341,3
1342,0
1343,7
1344,0
1345,8
1346,1
1347,2
1348,8
1349,5
1350,8
1351,2
1352,1
1353,3
1354,5
1355,0
1356,2
1357,5
1358,8
1359,6
1360,2
1361,7
1362,7
1363,1
1364,8
1365,4
1366,9
1367,3
1368,3
1369,2
1370,9
1371,0
1372,4
1373,6
1374,4
1375,3
1376,2
1377,3
1378,1
1379,1
1380,2
1381,7
1382,2
1383,7
1384,0
1385,1
1386,8
1387,0
1388,5
1389,2
1390,8
1391,0
1392,4
1393,0
1394,3
1395,8
1396,1
1397,6
1398,4
1399,6
1400,9
1401,6
1402,4
1403,7
1404,2
1405,9
1406,8
1407,0
1408,8
1409,6
1410,2
1411,6
1412,9
1413,5
1414,3
1415,7
1416,8
1417,3
1418,8
1419,8
1420,9
1421,9
1422,4
1423,4
1424,1
1425,0
1426,7
1427,6
1428,2
1429,1
1430,0
1431,6
1432,1
1433,6
1434,7
1435,1
1436,5
1437,2
1438,0
1439,2
1440,6
1441,6
1442,3
1443,5
1444,4
1445,7
1446,3
1447,2
1448,6
1449,9
1450,1
1451,5
1452,1
1453,9
1454,3
1455,1
1456,0
1457,7
1458,3
1459,9
1460,6
1461,4
1462,4
1463,3
1464,5
1465,4
1466,4
1467,9
1468,0
1469,0
1470,9
1471,5
1472,0
1473,6
1474,3
1475,8
1476,9
1477,6
1478,2
1479,1
1480,7
1481,7
1482,6
1483,7
1484,5
1485,9
1486,8
1487,8
1488,1
1489,4
1490,6
1491,4
1492,2
1493,7
1494,8
1495,5
1496,7
1497,9
1498,9
1499,6
1500,9
1501,9
1502,3
1503,9
1504,3
1505,7
1506,2
1507,8
1508,1
1509,3
1510,2
1511,1
1512,7
1513,8
1514,7
1515,5
1516,7
1517,7
1518,1
1519,5
1520,6
1521,5
1522,8
1523,8
1524,1
1525,5
1526,2
1527,9
1528,5
1529,1
1530,8
1531,1
1532,7
1533,8
1534,5
1535,0
1536,1
1537,9
1538,5
1539,1
1540,4
1541,9
1542,8
1543,2
1544,8
1545,3
1546,3
1547,7
1548,4
1549,8
1550,3
1551,3
1552,1
1553,7
1554,5
1555,5
1556,7
1557,7
1558,3
1559,2
1560,1
1561,2
1562,9
1563,5
1564,8
1565,8
1566,8
1567,2
1568,2
1569,8
1570,4
1571,1
1572,1
1573,0
1574,2
1575,1
1576,7
1577,0
1578,2
1579,9
1580,3
1581,4
1582,9
1583,3
1584,0
1585,0
1586,6
1587,4
1588,3
1589,3
1590,1
1591,0
1592,7
1593,8
1594,6
1595,2
1596,8
1597,8
1598,9
1599,6
1600,4
1601,1
1602,8
1603,5
1604,4
1605,3
1606,5
1607,7
1608,6
1609,6
1610,9
1611,3
1612,3
1613,2
1614,7
1615,3
1616,9
1617,9
1618,5
1619,9
1620,8
1621,3
1622,8
1623,5
1624,9
1625,0
1626,7
1627,0
1628,1
1629,6
1630,6
1631,4
1632,5
1633,7
1634,6
1635,0
1636,1
1637,6
1638,6
1639,4
1640,2
1641,2
1642,4
1643,4
1644,3
1645,1
1646,0
1647,6
1648,6
1649,0
1650,9
1651,8
1652,9
1653,5
1654,2
1655,9
1656,8
1657,4
1658,4
1659,0
1660,2
1661,5
1662,7
1663,7
1664,1
1665,3
1666,2
1667,0
1668,3
1669,2
1670,2
1671,2
1672,3
1673,5
1674,1
1675,7
1676,5
1677,3
1678,9
1679,3
1680,0
1681,6
1682,3
1683,6
1684,9
1685,5
1686,1
1687,9
1688,3
1689,3
1690,9
1691,7
1692,8
1693,4
1694,7
1695,8
1696,9
1697,4
1698,1
1699,5
1700,0
1701,3
1702,6
1703,3
1704,0
1705,3
1706,6
1707,9
1708,5
1709,1
1710,7
1711,3
1712,4
1713,7
1714,0
1715,3
1716,5
1717,6
1718,6
1719,7
1720,4
1721,7
1722,2
1723,0
1724,1
1725,6
1726,5
1727,9
1728,4
1729,8
1730,7
1731,8
1732,6
1733,1
1734,4
1735,8
1736,5
1737,1
1738,6
1739,2
1740,7
1741,5
1742,7
1743,9
1744,6
1745,6
1746,3
1747,9
1748,9
1749,3
1750,4
1751,4
1752,1
1753,3
1754,9
1755,5
1756,1
1757,9
1758,7
1759,5
1760,4
1761,2
1762,0
1763,8
1764,7
1765,1
1766,1
1767,1
1768,9
1769,7
1770,4
1771,8
1772,6
1773,1
1774,2
1775,8
1776,4
1777,7
1778,9
1779,8
1780,8
1781,3
1782,2
1783,5
1784,6
1785,4
1786,5
1787,7
1788,9
1789,0
1790,3
1791,5
1792,5
1793,7
1794,8
1795,0
1796,2
1797,6
1798,5
1799,1
1800,5
1801,1
1802,9
1803,2
1804,3
1805,0
1806,3
1807,0
1808,1
1809,2
1810,2
1811,3
1812,4
1813,5
1814,8
1815,5
1816,1
1817,6
1818,1
1819,9
1820,6
1821,1
1822,5
1823,6
1824,2
1825,2
1826,9
1827,2
1828,8
1829,6
1830,3
1831,4
1832,1
1833,6
1834,6
1835,8
1836,8
1837,8
1838,5
1839,2
1840,2
1841,5
1842,9
1843,5
1844,4
1845,1
1846,1
1847,8
1848,8
1849,3
1850,0
1851,9
1852,2
1853,9
1854,3
1855,6
1856,4
1857,7
1858,5
1859,5
1860,3
1861,8
1862,7
1863,1
1864,7
1865,5
1866,4
1867,0
1868,5
1869,7
1870,8
1871,1
1872,6
1873,6
1874,9
1875,0
1876,2
1877,8
1878,6
1879,6
1880,3
1881,4
1882,4
1883,4
1884,1
1885,4
1886,3
1887,8
1888,9
1889,2
1890,1
1891,7
1892,8
1893,3
1894,3
1895,9
1896,0
1897,7
1898,7
1899,5
1900,3
1901,7
1902,8
1903,5
1904,5
1905,1
1906,7
1907,6
1908,1
1909,8
1910,1
1911,2
1912,0
1913,2
1914,4
1915,4
1916,8
1917,4
1918,7
1919,5
1920,2
1921,3
1922,0
1923,7
1924,9
1925,6
1926,9
1927,8
1928,1
1929,7
1930,6
1931,8
1932,4
1933,3
1934,5
1935,2
1936,0
1937,1
1938,4
1939,0
1940,5
1941,8
1942,3
1943,9
1944,1
1945,5
1946,9
1947,0
1948,8
1949,1
1950,6
1951,9
1952,7
1953,1
1954,4
1955,9
1956,8
1957,6
1958,7
1959,5
1960,7
1961,8
1962,5
1963,1
1964,4
1965,7
1966,8
1967,7
1968,7
1969,9
1970,9
1971,0
1972,6
1973,3
1974,7
1975,2
1976,6
1977,3
1978,5
1979,8
1980,9
1981,5
1982,0
1983,6
1984,9
1985,1
1986,4
1987,7
1988,5
1989,2
1990,6
1991,4
1992,7
1993,3
1994,6
1995,7
1996,0
1997,6
1998,4
1999,2
2000,3
2001,2
2002,0
2003,9
2004,5
2005,8
2006,1
2007,0
2008,9
2009,5
2010,9
2011,2
2012,1
2013,3
2014,0
2015,6
2016,0
2017,7
2018,9
2019,3
2020,8
2021,4
2022,4
2023,5
2024,1
2025,6
2026,8
2027,6
2028,1
2029,4
2030,4
2031,9
2032,8
2033,6
2034,2
2035,3
2036,8
2037,0
2038,5
2039,8
2040,7
2041,5
2042,6
2043,5
2044,7
2045,4
2046,2
2047,6
2048,6
2049,8
2050,1
2051,0
2052,5
2053,0
2054,1
2055,4
2056,1
2057,9
2058,0
2059,3
2060,9
2061,3
2062,0
2063,8
2064,2
2065,5
2066,4
2067,2
2068,4
2069,2
2070,0
2071,1
2072,5
2073,5
2074,8
2075,0
2076,0
2077,5
2078,7
2079,3
2080,6
2081,0
2082,2
2083,0
2084,5
2085,1
2086,7
2087,3
2088,2
2089,3
2090,2
2091,3
2092,7
2093,7
2094,1
2095,4
2096,6
2097,7
2098,0
2099,0
2100,6
2101,4
2102,4
2103,5
2104,1
2105,2
2106,6
2107,8
2108,2
2109,9
2110,9
2111,5
2112,5
2113,8
2114,5
2115,9
2116,1
2117,9
2118,4
2119,6
2120,9
2121,8
2122,0
2123,5
2124,6
2125,0
2126,6
2127,0
2128,6
2129,7
2130,1
2131,1
2132,5
2133,0
2134,6
2135,4
2136,4
2137,4
2138,7
2139,2
2140,1
2141,4
2142,9
2143,8
2144,4
2145,4
2146,7
2147,0
2148,7
2149,8
2150,9
2151,9
2152,5
2153,2
2154,6
2155,9
2156,5
2157,6
2158,5
2159,3
2160,3
2161,0
2162,3
2163,4
2164,1
2165,0
2166,9
2167,9
2168,3
2169,9
2170,3
2171,4
2172,6
2173,5
2174,7
2175,1
2176,5
2177,7
2178,6
2179,6
2180,6
2181,1
2182,8
2183,4
2184,2
2185,0
2186,2
2187,8
2188,3
2189,7
2190,2
2191,1
2192,4
2193,4
2194,4
2195,2
2196,4
2197,8
2198,7
2199,9
2200,8
2201,9
2202,5
2203,9
2204,1
2205,8
2206,8
2207,6
2208,0
2209,0
2210,2
2211,3
2212,2
2213,1
2214,9
2215,5
2216,6
2217,1
2218,8
2219,7
2220,7
2221,3
2222,4
2223,9
2224,6
2225,9
2226,6
2227,4
2228,1
2229,2
2230,0
2231,0
2232,7
2233,6
2234,2
2235,9
2236,8
2237,8
2238,2
2239,1
2240,2
2241,7
2242,6
2243,6
2244,2
2245,1
2246,5
2247,6
2248,9
2249,9
2250,3
2251,9
2252,4
2253,2
2254,1
2255,6
2256,0
2257,2
2258,6
2259,3
2260,7
2261,5
2262,2
2263,6
2264,6
2265,1
2266,9
2267,0
2268,1
2269,3
2270,3
2271,1
2272,3
2273,4
2274,3
2275,9
2276,9
2277,5
2278,6
2279,8
2280,9
2281,5
2282,5
2283,8
2284,4
2285,5
2286,0
2287,3
2288,1
2289,6
2290,8
2291,6
2292,3
2293,4
2294,5
2295,8
2296,2
2297,9
2298,3
2299,2
2300,9
2301,1
2302,1
2303,8
2304,6
2305,3
2306,2
2307,2
2308,4
2309,7
2310,2
2311,4
2312,4
2313,9
2314,1
2315,5
2316,3
2317,7
2318,4
2319,2
2320,0
2321,9
2322,2
2323,2
2324,9
2325,6
2326,8
2327,9
2328,1
2329,1
2330,1
2331,0
2332,1
2333,7
2334,0
2335,6
2336,5
2337,9
2338,8
2339,5
2340,6
2341,8
2342,1
2343,4
2344,5
2345,9
2346,0
2347,5
2348,6
2349,9
2350,1
2351,1
2352,3
2353,1
2354,6
2355,0
2356,7
2357,6
2358,4
2359,9
2360,2
2361,3
2362,6
2363,6
2364,2
2365,1
2366,7
2367,8
2368,8
2369,4
2370,2
2371,9
2372,8
2373,0
2374,3
2375,0
2376,5
2377,7
2378,7
2379,4
2380,8
2381,2
2382,9
2383,5
2384,1
2385,7
2386,7
2387,1
2388,5
2389,0
2390,7
2391,8
2392,4
2393,5
2394,2
2395,0
2396,8
2397,6
2398,5
2399,3
2400,8
2401,9
2402,0
2403,7
2404,2
2405,8
2406,7
2407,6
2408,0
2409,5
2410,2
2411,6
2412,8
2413,4
2414,0
2415,3
2416,4
2417,1
2418,8
2419,2
2420,8
2421,9
2422,8
2423,7
2424,9
2425,3
2426,6
2427,3
2428,7
2429,7
2430,2
2431,7
2432,8
2433,4
2434,3
2435,0
2436,2
2437,5
2438,4
2439,2
2440,7
2441,3
2442,7
2443,3
2444,1
2445,4
2446,5
2447,3
2448,2
2449,1
2450,3
2451,4
2452,4
2453,6
2454,9
2455,9
2456,3
2457,7
2458,4
2459,0
2460,0
2461,0
2462,0
2463,4
2464,5
2465,5
2466,9
2467,2
2468,0
2469,7
2470,1
2471,9
2472,9
2473,0
2474,7
2475,6
2476,7
2477,9
2478,0
2479,9
2480,4
2481,8
2482,5
2483,2
2484,5
2485,4
2486,1
2487,0
2488,2
2489,5
2490,4
2491,2
2492,7
2493,3
2494,5
2495,6
2496,4
2497,9
2498,8
2499,0
2500,0
2501,2
2502,6
2503,1
2504,5
2505,9
2506,5
2507,2
2508,3
2509,3
2510,3
2511,8
2512,5
2513,9
2514,5
2515,1
2516,8
2517,7
2518,7
2519,1
2520,9
2521,0
2522,9
2523,4
2524,6
2525,0
2526,3
2527,3
2528,4
2529,1
2530,0
2531,4
2532,6
2533,8
2534,2
2535,1
2536,2
2537,1
2538,0
2539,1
2540,6
2541,4
2542,4
2543,5
2544,9
2545,3
2546,6
2547,0
2548,2
2549,0
2550,7
2551,7
2552,1
2553,4
2554,9
2555,8
2556,0
2557,3
2558,4
2559,6
2560,1
2561,3
2562,3
2563,2
2564,4
2565,4
2566,4
2567,9
2568,5
2569,8
2570,3
2571,6
2572,5
2573,3
2574,3
2575,7
2576,0
2577,9
2578,7
2579,4
2580,0
2581,5
2582,3
2583,6
2584,7
2585,0
2586,3
2587,2
2588,0
2589,7
2590,0
2591,7
2592,2
2593,0
2594,2
2595,6
2596,0
2597,8
2598,3
2599,3
2600,6
2601,6
2602,6
2603,4
2604,2
2605,5
2606,4
2607,2
2608,0
2609,9
2610,1
2611,5
2612,9
2613,5
2614,8
2615,4
2616,9
2617,0
2618,6
2619,1
2620,1
2621,3
2622,0
2623,3
2624,1
2625,3
2626,1
2627,4
2628,7
2629,6
2630,4
2631,5
2632,6
2633,0
2634,4
2635,9
2636,3
2637,7
2638,0
2639,0
2640,8
2641,3
2642,6
2643,5
2644,7
2645,3
2646,2
2647,8
2648,1
2649,3
2650,8
2651,3
2652,5
2653,1
2654,2
2655,6
2656,3
2657,2
2658,5
2659,3
2660,5
2661,1
2662,9
2663,1
2664,5
2665,9
2666,8
2667,9
2668,3
2669,2
2670,2
2671,4
2672,7
2673,8
2674,8
2675,5
2676,5
2677,3
2678,7
2679,6
2680,0
2681,8
2682,5
2683,5
2684,3
2685,8
2686,9
2687,9
2688,7
2689,4
2690,7
2691,1
2692,3
2693,5
2694,8
2695,9
2696,5
2697,8
2698,7
2699,3
2700,5
2701,9
2702,6
2703,5
2704,3
2705,2
2706,3
2707,9
2708,1
2709,6
2710,9
2711,3
2712,7
2713,7
2714,5
2715,2
2716,1
2717,7
2718,5
2719,0
2720,3
2721,7
2722,1
2723,0
2724,8
2725,1
2726,7
2727,7
2728,6
2729,0
2730,5
2731,5
2732,6
2733,5
2734,3
2735,3
2736,8
2737,3
2738,9
2739,3
2740,3
2741,6
2742,4
2743,2
2744,5
2745,1
2746,8
2747,9
2748,8
2749,5
2750,8
2751,3
2752,0
2753,6
2754,3
2755,1
2756,7
2757,8
2758,3
2759,7
2760,6
2761,7
2762,9
2763,6
2764,9
2765,6
2766,7
2767,8
2768,5
2769,6
2770,3
2771,7
2772,2
2773,7
2774,8
2775,2
2776,3
2777,1
2778,8
2779,1
2780,0
2781,0
2782,5
2783,1
2784,5
2785,0
2786,3
2787,8
2788,0
2789,8
2790,9
2791,4
2792,6
2793,9
2794,0
2795,1
2796,7
2797,2
2798,6
2799,3
2800,4
2801,4
2802,5
2803,0
2804,0
2805,8
2806,6
2807,6
2808,4
2809,8
2810,9
2811,0
2812,7
2813,5
2814,6
2815,3
2816,9
2817,0
2818,4
2819,2
2820,1
2821,7
2822,1
2823,0
2824,2
2825,7
2826,8
2827,8
2828,0
2829,6
2830,5
2831,4
2832,7
2833,4
2834,0
2835,6
2836,4
2837,6
2838,4
2839,0
2840,2
2841,8
2842,7
2843,8
2844,6
2845,4
2846,4
2847,9
2848,8
2849,4
2850,5
2851,3
2852,4
2853,2
2854,2
2855,7
2856,9
2857,5
2858,2
2859,1
2860,4
2861,4
2862,1
2863,8
2864,9
2865,2
2866,5
2867,8
2868,2
2869,9
2870,4
2871,9
2872,6
2873,1
2874,2
2875,6
2876,2
2877,0
2878,0
2879,6
2880,9
2881,6
2882,2
2883,3
2884,2
2885,0
2886,9
2887,6
2888,1
2889,4
2890,4
2891,2
2892,5
2893,2
2894,3
2895,2
2896,3
2897,8
2898,2
2899,4
2900,7
2901,3
2902,3
2903,3
2904,6
2905,2
2906,5
2907,8
2908,7
2909,3
2910,3
2911,7
2912,2
2913,2
2914,0
2915,7
2916,0
2917,9
2918,5
2919,4
2920,8
2921,6
2922,4
2923,1
2924,6
2925,5
2926,8
2927,7
2928,4
2929,2
2930,2
2931,9
2932,0
2933,1
2934,4
2935,9
2936,4
2937,3
2938,0
2939,5
2940,8
2941,8
2942,7
2943,2
2944,5
2945,1
2946,5
2947,2
2948,1
2949,2
2950,9
2951,6
2952,7
2953,4
2954,6
2955,1
2956,5
2957,7
2958,5
2959,4
2960,8
2961,2
2962,9
2963,6
2964,1
2965,8
2966,7
2967,9
2968,1
2969,1
2970,1
2971,9
2972,7
2973,9
2974,8
2975,9
2976,3
2977,5
2978,1
2979,1
2980,0
2981,7
2982,6
2983,2
2984,6
2985,4
2986,1
2987,0
2988,4
2989,4
2990,7
2991,0
2992,0
2993,7
2994,9
2995,0
2996,6
2997,9
